age;job;marital;education;default;;
50;management;married;tertiary;no;;
27;admin.;single;tertiary;no;;
46;blue-collar;married;primary;no;;
56;retired;divorced;secondary;no;;
36;management;married;tertiary;no;;
33;blue-collar;married;primary;no;;
40;management;married;tertiary;no;;
52;management;married;tertiary;no;;
51;blue-collar;married;secondary;no;;
33;blue-collar;married;secondary;no;;
54;services;married;secondary;no;;
44;management;married;secondary;no;;
50;entrepreneur;married;secondary;no;;
45;blue-collar;single;secondary;no;;
36;management;married;tertiary;no;;
42;technician;married;secondary;no;;
37;technician;married;secondary;no;;
28;services;single;secondary;no;;
56;admin.;married;secondary;no;;
59;admin.;married;secondary;no;;
32;unemployed;married;secondary;no;;
57;retired;married;primary;no;;
49;admin.;single;secondary;no;;
56;entrepreneur;married;unknown;no;;
48;admin.;divorced;unknown;no;;
27;student;single;tertiary;no;;
31;management;single;tertiary;no;;
28;blue-collar;single;secondary;no;;
36;management;married;tertiary;no;;
58;housemaid;married;primary;no;;
46;admin.;married;secondary;no;;
32;management;single;tertiary;no;;
39;services;married;secondary;no;;
35;self-employed;married;tertiary;no;;
31;management;married;tertiary;no;;
29;management;single;tertiary;no;;
48;blue-collar;married;primary;no;;
60;retired;married;primary;no;;
30;services;married;secondary;no;;
52;admin.;single;primary;no;;
24;blue-collar;married;secondary;no;;
29;services;married;secondary;no;;
33;housemaid;married;primary;no;;
34;blue-collar;married;secondary;no;;
45;admin.;divorced;secondary;no;;
31;blue-collar;married;secondary;no;;
45;technician;married;secondary;no;;
27;services;married;secondary;no;;
30;management;single;tertiary;no;;
45;blue-collar;married;primary;no;;
57;blue-collar;married;secondary;no;;
34;management;married;tertiary;no;;
40;admin.;married;secondary;no;;
39;management;married;tertiary;no;;
46;technician;married;tertiary;no;;
55;management;divorced;tertiary;no;;
25;management;single;tertiary;no;;
34;management;married;tertiary;no;;
37;blue-collar;married;primary;no;;
64;retired;divorced;tertiary;no;;
45;technician;divorced;secondary;no;;
57;housemaid;married;secondary;no;;
21;student;single;unknown;no;;
58;housemaid;married;secondary;no;;
41;blue-collar;single;secondary;no;;
41;management;married;unknown;no;;
58;management;married;tertiary;no;;
33;management;married;tertiary;no;;
32;management;married;tertiary;no;;
44;services;divorced;secondary;no;;
47;unknown;married;unknown;no;;
41;self-employed;married;primary;no;;
54;technician;married;tertiary;no;;
47;technician;divorced;tertiary;no;;
32;management;single;tertiary;no;;
59;housemaid;married;tertiary;no;;
29;technician;single;tertiary;no;;
48;services;married;secondary;yes;;
32;technician;single;secondary;no;;
46;management;divorced;secondary;no;;
31;blue-collar;single;primary;no;;
53;blue-collar;married;secondary;no;;
34;technician;single;tertiary;no;;
48;services;single;unknown;no;;
32;technician;married;secondary;no;;
31;management;married;secondary;no;;
27;blue-collar;single;primary;no;;
60;admin.;married;secondary;no;;
34;blue-collar;single;tertiary;no;;
52;self-employed;married;secondary;no;;
48;blue-collar;married;secondary;no;;
45;technician;married;primary;no;;
54;technician;divorced;secondary;no;;
52;services;married;secondary;no;;
47;entrepreneur;married;tertiary;no;;
54;unknown;married;secondary;no;;
34;blue-collar;married;secondary;no;;
39;technician;single;tertiary;no;;
46;technician;married;secondary;no;;
26;unemployed;single;secondary;no;;
37;technician;single;secondary;no;;
47;blue-collar;married;secondary;no;;
35;technician;married;secondary;no;;
57;unemployed;married;primary;no;;
34;management;married;tertiary;no;;
47;technician;married;secondary;no;;
27;technician;married;secondary;no;;
40;blue-collar;married;secondary;no;;
39;technician;married;secondary;no;;
36;entrepreneur;married;tertiary;no;;
42;technician;single;secondary;no;;
23;blue-collar;single;primary;no;;
34;management;married;tertiary;no;;
34;blue-collar;married;secondary;no;;
49;services;married;secondary;no;;
57;blue-collar;married;primary;no;;
59;retired;married;unknown;no;;
57;admin.;married;tertiary;no;;
34;blue-collar;married;secondary;no;;
61;management;married;secondary;no;;
35;blue-collar;divorced;secondary;no;;
42;management;married;tertiary;no;;
57;services;married;tertiary;no;;
42;blue-collar;married;secondary;no;;
53;retired;married;secondary;no;;
63;retired;married;tertiary;no;;
47;self-employed;married;secondary;no;;
54;services;married;secondary;no;;
45;admin.;married;secondary;no;;
28;management;single;tertiary;no;;
58;unemployed;married;secondary;no;;
48;management;single;tertiary;no;;
35;management;divorced;tertiary;no;;
37;self-employed;married;tertiary;no;;
37;blue-collar;married;secondary;no;;
37;management;married;primary;no;;
25;services;single;secondary;no;;
58;blue-collar;married;secondary;no;;
52;management;married;secondary;no;;
19;student;single;secondary;no;;
59;blue-collar;married;secondary;no;;
41;technician;married;secondary;no;;
34;technician;single;tertiary;no;;
35;technician;single;secondary;no;;
41;technician;married;secondary;no;;
28;blue-collar;single;secondary;no;;
53;management;divorced;secondary;no;;
35;services;married;secondary;no;;
33;admin.;single;tertiary;no;;
37;technician;single;secondary;no;;
32;technician;married;secondary;no;;
32;blue-collar;married;secondary;no;;
54;services;married;unknown;no;;
44;blue-collar;married;secondary;no;;
36;technician;divorced;tertiary;no;;
56;admin.;married;secondary;no;;
30;management;single;tertiary;no;;
36;blue-collar;married;secondary;no;;
43;management;married;tertiary;no;;
40;technician;married;secondary;no;;
32;technician;single;tertiary;no;;
34;blue-collar;married;secondary;no;;
37;services;married;secondary;no;;
28;admin.;single;secondary;no;;
35;unknown;married;primary;no;;
53;blue-collar;single;secondary;no;;
60;admin.;married;unknown;no;;
40;entrepreneur;married;secondary;no;;
57;retired;married;primary;no;;
29;technician;single;secondary;no;;
44;blue-collar;married;primary;no;;
41;admin.;single;secondary;no;;
47;technician;married;secondary;no;;
43;technician;married;tertiary;no;;
37;technician;single;secondary;no;;
34;technician;single;tertiary;no;;
30;blue-collar;single;secondary;no;;
57;entrepreneur;divorced;secondary;yes;;
26;admin.;single;secondary;no;;
34;management;married;tertiary;no;;
46;technician;divorced;secondary;no;;
38;entrepreneur;married;tertiary;no;;
37;technician;single;secondary;no;;
28;management;single;tertiary;no;;
57;blue-collar;married;primary;no;;
39;management;married;tertiary;no;;
49;services;married;secondary;no;;
38;technician;married;secondary;no;;
27;blue-collar;married;secondary;no;;
30;admin.;married;secondary;no;;
38;admin.;married;tertiary;no;;
36;management;married;tertiary;no;;
38;retired;single;unknown;no;;
59;housemaid;married;primary;no;;
37;management;married;tertiary;no;;
29;self-employed;married;tertiary;no;;
43;blue-collar;married;secondary;no;;
33;technician;married;secondary;no;;
54;housemaid;divorced;secondary;no;;
55;services;married;secondary;no;;
32;technician;single;tertiary;no;;
48;management;married;primary;no;;
33;management;single;tertiary;no;;
46;admin.;married;secondary;no;;
44;management;married;tertiary;no;;
47;blue-collar;married;primary;no;;
38;technician;married;secondary;no;;
40;self-employed;married;secondary;no;;
43;entrepreneur;married;tertiary;no;;
32;technician;single;tertiary;no;;
39;management;married;tertiary;no;;
33;technician;married;secondary;no;;
31;technician;single;secondary;no;;
36;management;single;tertiary;no;;
35;management;single;tertiary;no;;
25;services;single;secondary;no;;
33;management;single;secondary;no;;
23;blue-collar;single;primary;no;;
31;management;single;tertiary;no;;
36;management;married;tertiary;no;;
44;technician;single;tertiary;no;;
31;management;single;tertiary;no;;
55;blue-collar;married;primary;no;;
51;housemaid;divorced;secondary;no;;
36;admin.;married;secondary;no;;
27;unemployed;single;tertiary;no;;
40;services;married;secondary;no;;
49;services;married;secondary;no;;
59;retired;married;primary;no;;
32;management;married;tertiary;no;;
42;retired;single;tertiary;no;;
35;management;divorced;tertiary;no;;
29;blue-collar;single;secondary;no;;
29;technician;single;secondary;no;;
37;blue-collar;single;secondary;no;;
49;admin.;married;primary;no;;
51;services;divorced;secondary;no;;
61;housemaid;married;primary;no;;
43;management;married;secondary;no;;
42;services;married;tertiary;no;;
24;blue-collar;married;secondary;no;;
46;self-employed;married;tertiary;no;;
23;admin.;single;secondary;no;;
26;services;single;secondary;no;;
43;blue-collar;divorced;primary;no;;
35;technician;single;tertiary;no;;
38;technician;married;secondary;no;;
56;unemployed;divorced;primary;no;;
31;services;married;secondary;no;;
32;management;single;tertiary;no;;
28;services;single;secondary;no;;
26;admin.;divorced;secondary;yes;;
49;management;married;tertiary;no;;
33;admin.;married;secondary;no;;
40;blue-collar;married;secondary;no;;
42;technician;divorced;secondary;no;;
46;blue-collar;married;secondary;no;;
32;management;single;tertiary;no;;
37;services;single;tertiary;no;;
32;student;married;secondary;no;;
53;management;married;tertiary;no;;
39;management;married;tertiary;no;;
31;technician;divorced;secondary;no;;
34;management;single;tertiary;no;;
44;technician;married;tertiary;no;;
35;technician;married;secondary;no;;
39;admin.;married;secondary;no;;
55;services;married;secondary;no;;
34;housemaid;married;secondary;no;;
39;technician;married;tertiary;no;;
58;retired;married;secondary;no;;
37;blue-collar;married;primary;no;;
56;retired;divorced;primary;no;;
32;admin.;single;secondary;no;;
41;technician;single;tertiary;no;;
29;admin.;single;tertiary;no;;
44;management;married;tertiary;no;;
24;blue-collar;married;secondary;no;;
43;management;single;secondary;no;;
26;admin.;married;tertiary;no;;
39;admin.;married;secondary;no;;
49;blue-collar;married;secondary;no;;
52;blue-collar;divorced;primary;no;;
33;blue-collar;married;tertiary;no;;
30;blue-collar;married;secondary;no;;
32;technician;single;tertiary;no;;
27;management;single;tertiary;no;;
58;blue-collar;married;primary;no;;
46;retired;married;primary;no;;
28;management;single;tertiary;no;;
39;services;married;primary;no;;
41;services;married;unknown;no;;
38;services;married;secondary;no;;
50;unemployed;divorced;secondary;no;;
56;services;married;secondary;no;;
34;technician;married;secondary;no;;
33;blue-collar;divorced;secondary;no;;
61;technician;married;secondary;no;;
36;admin.;single;secondary;no;;
34;technician;married;tertiary;no;;
36;blue-collar;married;secondary;no;;
45;management;married;tertiary;no;;
27;student;single;tertiary;no;;
45;admin.;married;secondary;no;;
40;self-employed;married;tertiary;no;;
36;management;single;secondary;no;;
46;blue-collar;married;primary;no;;
37;entrepreneur;married;tertiary;no;;
36;technician;married;secondary;no;;
37;admin.;married;secondary;no;;
22;student;single;tertiary;no;;
51;services;married;secondary;no;;
49;technician;married;secondary;no;;
35;management;married;tertiary;no;;
50;housemaid;married;primary;no;;
31;services;married;tertiary;no;;
47;services;single;secondary;no;;
59;blue-collar;married;secondary;no;;
32;blue-collar;married;secondary;no;;
31;management;single;tertiary;no;;
41;blue-collar;married;primary;no;;
35;blue-collar;married;primary;no;;
36;management;married;tertiary;no;;
46;blue-collar;divorced;primary;no;;
46;blue-collar;married;secondary;no;;
47;technician;married;tertiary;no;;
35;management;single;tertiary;no;;
37;blue-collar;married;secondary;no;;
56;admin.;married;secondary;no;;
46;admin.;married;secondary;no;;
44;management;divorced;tertiary;no;;
48;technician;single;tertiary;no;;
28;blue-collar;single;secondary;no;;
38;entrepreneur;married;tertiary;no;;
34;management;single;tertiary;no;;
56;technician;married;secondary;no;;
55;retired;divorced;secondary;no;;
44;blue-collar;divorced;secondary;no;;
38;technician;married;tertiary;no;;
53;retired;married;secondary;no;;
41;admin.;single;tertiary;no;;
34;technician;single;secondary;no;;
34;management;single;tertiary;no;;
35;services;married;secondary;no;;
38;entrepreneur;single;secondary;no;;
42;entrepreneur;married;tertiary;no;;
56;blue-collar;married;primary;no;;
37;management;divorced;tertiary;no;;
47;housemaid;married;secondary;no;;
29;blue-collar;married;secondary;no;;
41;management;married;tertiary;no;;
43;technician;single;secondary;no;;
38;self-employed;married;secondary;no;;
31;technician;married;secondary;no;;
32;management;single;tertiary;no;;
40;management;married;tertiary;no;;
45;admin.;married;secondary;no;;
43;management;married;secondary;no;;
27;services;single;secondary;no;;
33;management;single;tertiary;no;;
37;admin.;married;secondary;no;;
60;admin.;married;secondary;no;;
51;self-employed;married;unknown;no;;
44;blue-collar;married;secondary;no;;
48;management;married;unknown;no;;
57;blue-collar;married;primary;no;;
29;technician;single;tertiary;no;;
50;services;married;secondary;no;;
36;services;married;secondary;no;;
49;technician;married;tertiary;no;;
49;technician;married;secondary;yes;;
35;management;married;tertiary;no;;
39;technician;single;secondary;no;;
34;blue-collar;married;primary;no;;
57;self-employed;married;secondary;no;;
37;technician;divorced;secondary;no;;
25;services;single;secondary;no;;
43;blue-collar;married;primary;no;;
37;blue-collar;married;secondary;no;;
36;blue-collar;single;tertiary;no;;
49;management;divorced;tertiary;no;;
38;management;single;tertiary;no;;
39;management;divorced;tertiary;no;;
40;management;married;tertiary;no;;
34;admin.;married;secondary;no;;
39;blue-collar;married;primary;no;;
53;blue-collar;married;secondary;no;;
44;management;married;tertiary;no;;
32;technician;divorced;secondary;no;;
50;technician;divorced;secondary;no;;
29;services;married;primary;no;;
55;unemployed;married;tertiary;no;;
52;technician;married;secondary;no;;
49;services;married;secondary;no;;
63;retired;married;primary;no;;
34;admin.;married;secondary;no;;
32;admin.;single;secondary;no;;
49;housemaid;married;tertiary;no;;
40;blue-collar;married;primary;no;;
53;entrepreneur;married;unknown;no;;
53;technician;married;tertiary;no;;
43;blue-collar;married;primary;no;;
35;management;single;secondary;no;;
35;services;single;secondary;no;;
25;student;single;tertiary;no;;
31;technician;single;unknown;no;;
48;management;married;tertiary;no;;
40;housemaid;married;secondary;no;;
46;blue-collar;married;primary;no;;
30;services;single;secondary;no;;
47;services;married;secondary;no;;
23;services;single;secondary;no;;
29;technician;married;tertiary;no;;
38;technician;married;secondary;no;;
56;housemaid;married;primary;no;;
52;admin.;married;secondary;no;;
55;retired;married;secondary;no;;
43;entrepreneur;married;tertiary;no;;
34;blue-collar;married;secondary;no;;
43;management;single;tertiary;no;;
55;services;married;secondary;no;;
34;blue-collar;married;secondary;no;;
34;management;single;tertiary;no;;
43;self-employed;married;tertiary;no;;
39;blue-collar;married;primary;no;;
39;technician;single;unknown;no;;
34;technician;single;secondary;no;;
55;management;married;tertiary;no;;
34;entrepreneur;married;tertiary;no;;
47;blue-collar;married;secondary;no;;
33;blue-collar;married;primary;no;;
45;entrepreneur;married;secondary;no;;
36;blue-collar;married;secondary;no;;
59;technician;divorced;secondary;no;;
33;services;married;secondary;no;;
52;technician;divorced;secondary;no;;
53;blue-collar;married;primary;no;;
41;unemployed;married;primary;no;;
45;blue-collar;married;secondary;no;;
60;self-employed;single;secondary;no;;
32;blue-collar;married;secondary;no;;
28;management;single;tertiary;no;;
31;technician;single;secondary;no;;
53;blue-collar;married;secondary;no;;
58;management;married;tertiary;no;;
38;blue-collar;married;secondary;no;;
46;management;married;tertiary;no;;
53;entrepreneur;married;tertiary;no;;
56;retired;married;secondary;no;;
52;services;single;secondary;no;;
38;technician;married;secondary;no;;
37;services;married;primary;no;;
37;blue-collar;married;primary;no;;
37;technician;married;secondary;yes;;
44;blue-collar;married;primary;no;;
61;retired;married;secondary;no;;
34;admin.;married;secondary;no;;
33;admin.;single;secondary;no;;
30;services;divorced;secondary;no;;
27;services;divorced;secondary;no;;
37;services;married;secondary;no;;
38;blue-collar;married;primary;no;;
35;management;single;tertiary;no;;
50;technician;married;secondary;no;;
39;management;married;secondary;no;;
35;management;married;secondary;no;;
36;admin.;divorced;secondary;no;;
28;services;single;secondary;no;;
39;self-employed;married;tertiary;no;;
39;self-employed;married;secondary;no;;
30;blue-collar;single;secondary;no;;
32;services;married;secondary;no;;
28;technician;married;secondary;no;;
47;technician;married;primary;no;;
53;management;married;tertiary;no;;
57;blue-collar;married;primary;no;;
47;services;married;secondary;no;;
56;management;married;tertiary;no;;
38;admin.;married;primary;no;;
52;blue-collar;married;primary;no;;
46;technician;married;secondary;no;;
57;blue-collar;married;primary;yes;;
42;blue-collar;divorced;unknown;no;;
57;unemployed;married;secondary;no;;
51;housemaid;married;secondary;no;;
53;self-employed;married;tertiary;no;;
37;blue-collar;married;primary;no;;
47;self-employed;divorced;secondary;no;;
48;management;married;tertiary;no;;
39;blue-collar;married;primary;no;;
42;blue-collar;married;secondary;no;;
36;management;married;tertiary;no;;
34;technician;single;secondary;no;;
61;retired;married;primary;no;;
32;admin.;single;secondary;no;;
35;blue-collar;single;primary;no;;
54;blue-collar;married;secondary;no;;
31;management;married;tertiary;no;;
45;technician;divorced;secondary;no;;
32;housemaid;married;tertiary;no;;
52;unemployed;married;secondary;no;;
36;admin.;single;secondary;no;;
31;services;married;secondary;no;;
53;technician;married;secondary;no;;
43;entrepreneur;married;secondary;no;;
47;housemaid;married;primary;no;;
46;blue-collar;married;primary;no;;
34;management;divorced;secondary;no;;
55;technician;single;tertiary;no;;
23;admin.;single;secondary;no;;
58;admin.;married;secondary;no;;
35;admin.;married;secondary;no;;
27;management;married;tertiary;no;;
24;technician;married;secondary;no;;
48;admin.;married;secondary;no;;
31;technician;single;secondary;no;;
57;technician;married;secondary;no;;
53;management;married;tertiary;no;;
42;blue-collar;married;primary;no;;
50;entrepreneur;married;secondary;no;;
59;admin.;married;secondary;no;;
38;services;married;secondary;no;;
39;blue-collar;married;secondary;no;;
28;blue-collar;single;primary;no;;
55;management;divorced;tertiary;no;;
33;technician;single;tertiary;no;;
36;blue-collar;single;secondary;no;;
38;admin.;divorced;secondary;no;;
28;admin.;single;secondary;no;;
32;management;single;tertiary;no;;
35;admin.;married;secondary;no;;
58;technician;married;primary;no;;
30;services;married;secondary;no;;
33;blue-collar;married;secondary;no;;
36;blue-collar;married;secondary;no;;
32;services;married;secondary;no;;
34;management;single;tertiary;no;;
42;admin.;married;secondary;no;;
41;management;married;tertiary;no;;
63;retired;married;secondary;no;;
38;admin.;divorced;tertiary;no;;
54;blue-collar;married;primary;no;;
39;services;married;secondary;no;;
46;blue-collar;married;secondary;no;;
37;technician;married;tertiary;no;;
28;management;single;unknown;no;;
33;services;married;primary;no;;
46;self-employed;married;tertiary;no;;
30;student;single;secondary;no;;
60;management;married;tertiary;no;;
56;housemaid;married;tertiary;no;;
24;student;single;unknown;no;;
58;retired;married;secondary;no;;
32;blue-collar;married;secondary;no;;
33;services;married;primary;no;;
60;housemaid;married;primary;no;;
54;management;married;tertiary;no;;
30;blue-collar;married;primary;no;;
50;services;married;secondary;no;;
50;management;married;secondary;no;;
37;technician;married;secondary;no;;
41;technician;married;tertiary;no;;
49;admin.;married;secondary;no;;
41;blue-collar;married;primary;no;;
40;technician;married;secondary;no;;
38;blue-collar;married;secondary;no;;
34;technician;married;secondary;no;;
49;entrepreneur;married;secondary;no;;
34;blue-collar;married;secondary;no;;
31;technician;married;secondary;no;;
33;blue-collar;single;secondary;no;;
31;management;married;tertiary;no;;
55;management;married;tertiary;no;;
25;unemployed;married;secondary;no;;
34;management;married;tertiary;no;;
53;management;married;tertiary;no;;
39;management;single;tertiary;yes;;
41;management;married;primary;no;;
32;blue-collar;single;secondary;no;;
29;admin.;married;secondary;no;;
56;management;married;tertiary;no;;
19;student;single;unknown;no;;
39;management;single;tertiary;no;;
32;blue-collar;single;secondary;no;;
43;blue-collar;married;primary;no;;
32;entrepreneur;married;primary;no;;
53;admin.;divorced;secondary;no;;
52;blue-collar;married;secondary;no;;
43;technician;single;secondary;no;;
48;technician;married;secondary;no;;
27;technician;single;secondary;no;;
27;management;single;tertiary;no;;
51;management;married;unknown;no;;
39;admin.;single;tertiary;no;;
33;blue-collar;married;secondary;no;;
50;blue-collar;divorced;primary;no;;
59;retired;divorced;secondary;no;;
58;housemaid;married;primary;no;;
54;technician;married;tertiary;no;;
60;blue-collar;married;secondary;no;;
38;management;married;tertiary;no;;
39;blue-collar;married;unknown;no;;
40;admin.;married;secondary;no;;
55;blue-collar;married;primary;no;;
36;management;married;tertiary;no;;
31;admin.;single;secondary;no;;
38;services;married;secondary;no;;
52;management;married;secondary;no;;
45;admin.;married;primary;no;;
32;blue-collar;married;primary;no;;
58;blue-collar;divorced;secondary;no;;
35;management;married;tertiary;no;;
36;management;single;tertiary;no;;
55;retired;married;secondary;no;;
45;blue-collar;married;secondary;no;;
49;management;married;secondary;no;;
44;blue-collar;married;secondary;no;;
37;blue-collar;divorced;secondary;no;;
35;blue-collar;married;secondary;no;;
36;blue-collar;married;secondary;no;;
44;services;single;secondary;no;;
32;blue-collar;single;tertiary;no;;
56;management;married;tertiary;no;;
32;management;married;tertiary;no;;
35;entrepreneur;married;tertiary;no;;
44;management;married;secondary;no;;
59;entrepreneur;married;primary;no;;
31;blue-collar;single;tertiary;no;;
60;blue-collar;married;unknown;no;;
33;technician;single;secondary;no;;
45;admin.;married;secondary;no;;
45;blue-collar;married;primary;no;;
57;admin.;married;secondary;no;;
36;management;married;tertiary;no;;
30;blue-collar;single;primary;no;;
30;admin.;single;secondary;no;;
59;unemployed;divorced;secondary;no;;
58;management;married;tertiary;no;;
49;retired;married;primary;no;;
48;technician;married;tertiary;no;;
28;technician;single;tertiary;no;;
59;management;divorced;primary;no;;
40;management;married;tertiary;no;;
32;technician;divorced;secondary;no;;
58;blue-collar;married;secondary;no;;
28;self-employed;single;tertiary;no;;
27;technician;single;tertiary;no;;
38;management;single;tertiary;no;;
53;technician;married;tertiary;no;;
60;services;married;tertiary;no;;
33;management;divorced;tertiary;no;;
52;services;divorced;secondary;no;;
64;retired;married;tertiary;no;;
40;blue-collar;single;secondary;no;;
52;admin.;married;secondary;no;;
28;student;single;secondary;no;;
49;management;married;secondary;no;;
28;technician;single;secondary;no;;
29;technician;single;tertiary;no;;
37;management;divorced;secondary;no;;
36;services;married;primary;no;;
35;self-employed;married;tertiary;no;;
33;admin.;married;tertiary;no;;
60;admin.;married;secondary;no;;
25;management;single;tertiary;no;;
41;student;married;secondary;no;;
48;management;single;secondary;no;;
35;blue-collar;divorced;primary;no;;
30;blue-collar;single;secondary;no;;
59;management;married;tertiary;no;;
32;management;single;tertiary;no;;
28;blue-collar;single;secondary;no;;
60;blue-collar;married;primary;no;;
36;management;married;primary;no;;
32;management;single;tertiary;no;;
34;management;divorced;tertiary;no;;
58;blue-collar;married;secondary;no;;
53;management;married;unknown;no;;
31;management;married;tertiary;no;;
33;admin.;married;secondary;no;;
46;unemployed;divorced;primary;no;;
29;blue-collar;married;secondary;no;;
37;self-employed;married;secondary;no;;
58;blue-collar;married;primary;no;;
34;management;married;secondary;no;;
34;blue-collar;divorced;secondary;no;;
49;entrepreneur;married;primary;no;;
53;admin.;married;secondary;no;;
42;unemployed;married;secondary;no;;
40;services;married;secondary;no;;
30;blue-collar;single;primary;no;;
31;technician;divorced;secondary;no;;
55;admin.;married;secondary;no;;
36;management;married;tertiary;no;;
31;blue-collar;single;secondary;no;;
26;management;married;tertiary;no;;
31;admin.;married;secondary;no;;
49;admin.;married;secondary;no;;
54;management;married;tertiary;no;;
47;management;divorced;tertiary;no;;
61;management;married;secondary;no;;
49;blue-collar;married;primary;no;;
51;technician;married;secondary;no;;
53;blue-collar;married;primary;no;;
35;management;married;tertiary;no;;
25;unemployed;single;secondary;no;;
53;technician;married;primary;no;;
21;student;single;secondary;no;;
33;blue-collar;married;secondary;no;;
40;self-employed;divorced;secondary;no;;
34;entrepreneur;married;secondary;no;;
52;unknown;married;primary;no;;
27;admin.;married;secondary;no;;
57;services;divorced;secondary;no;;
51;self-employed;divorced;secondary;no;;
31;student;single;tertiary;no;;
49;unemployed;married;tertiary;no;;
32;management;single;tertiary;no;;
28;admin.;single;tertiary;no;;
33;blue-collar;married;secondary;no;;
50;blue-collar;married;unknown;no;;
42;blue-collar;single;secondary;no;;
45;admin.;married;unknown;no;;
34;unemployed;married;secondary;no;;
56;admin.;divorced;unknown;no;;
33;blue-collar;single;secondary;no;;
34;admin.;married;secondary;no;;
37;blue-collar;married;unknown;no;;
37;blue-collar;married;secondary;no;;
35;admin.;single;secondary;no;;
38;unknown;single;tertiary;no;;
32;blue-collar;married;secondary;no;;
52;technician;single;tertiary;no;;
49;services;married;secondary;no;;
46;management;divorced;secondary;no;;
42;entrepreneur;married;primary;yes;;
36;blue-collar;married;unknown;no;;
32;services;married;secondary;no;;
49;technician;married;tertiary;no;;
46;services;married;secondary;no;;
40;entrepreneur;married;secondary;no;;
36;admin.;married;secondary;no;;
36;admin.;married;secondary;no;;
34;technician;married;secondary;no;;
46;management;married;tertiary;no;;
32;services;married;tertiary;no;;
32;unemployed;single;tertiary;no;;
32;management;single;tertiary;no;;
43;management;married;tertiary;no;;
25;self-employed;single;tertiary;no;;
55;admin.;married;secondary;no;;
24;admin.;single;secondary;no;;
40;management;divorced;tertiary;no;;
38;management;single;tertiary;no;;
48;blue-collar;single;primary;no;;
36;management;married;tertiary;no;;
57;management;married;tertiary;no;;
45;admin.;married;secondary;no;;
33;self-employed;single;tertiary;no;;
38;technician;single;secondary;no;;
26;services;single;secondary;yes;;
30;management;single;tertiary;no;;
55;services;divorced;tertiary;no;;
34;blue-collar;married;secondary;no;;
60;admin.;married;secondary;no;;
36;management;single;tertiary;no;;
39;self-employed;married;tertiary;no;;
52;blue-collar;married;primary;no;;
55;technician;married;secondary;yes;;
26;management;single;tertiary;no;;
40;self-employed;married;primary;no;;
52;entrepreneur;married;secondary;no;;
29;self-employed;married;tertiary;no;;
41;blue-collar;married;primary;no;;
30;technician;single;tertiary;no;;
28;student;single;secondary;no;;
26;blue-collar;married;secondary;no;;
58;management;married;secondary;no;;
29;management;single;tertiary;no;;
48;technician;married;secondary;no;;
35;blue-collar;married;secondary;no;;
26;services;single;secondary;no;;
49;blue-collar;married;unknown;no;;
34;admin.;married;secondary;no;;
32;services;married;secondary;no;;
31;admin.;married;secondary;no;;
48;unemployed;married;primary;no;;
40;blue-collar;married;secondary;no;;
42;technician;divorced;secondary;no;;
48;technician;married;secondary;no;;
38;services;married;secondary;no;;
53;management;married;tertiary;no;;
59;retired;divorced;secondary;no;;
28;unemployed;single;secondary;no;;
41;blue-collar;married;primary;no;;
50;management;single;primary;no;;
31;admin.;married;secondary;no;;
30;technician;single;secondary;no;;
59;admin.;divorced;secondary;no;;
33;technician;divorced;secondary;yes;;
35;self-employed;married;secondary;no;;
30;management;single;tertiary;no;;
30;services;single;primary;no;;
24;services;married;secondary;yes;;
34;technician;single;secondary;no;;
34;blue-collar;married;secondary;no;;
52;admin.;married;secondary;no;;
33;self-employed;single;secondary;no;;
38;blue-collar;married;secondary;no;;
41;admin.;divorced;secondary;no;;
42;management;divorced;tertiary;no;;
38;blue-collar;divorced;secondary;no;;
48;blue-collar;married;primary;no;;
34;technician;single;secondary;no;;
46;blue-collar;married;primary;no;;
33;technician;married;secondary;no;;
40;management;married;tertiary;no;;
36;admin.;married;secondary;no;;
32;technician;single;secondary;no;;
33;blue-collar;married;secondary;no;;
55;technician;married;unknown;no;;
58;management;married;primary;no;;
25;technician;single;tertiary;no;;
47;services;married;secondary;no;;
40;unemployed;married;secondary;no;;
59;retired;married;secondary;no;;
40;management;married;tertiary;no;;
30;management;married;secondary;no;;
25;entrepreneur;single;tertiary;no;;
58;retired;married;primary;no;;
39;entrepreneur;married;unknown;no;;
40;self-employed;married;tertiary;no;;
38;blue-collar;married;secondary;no;;
47;management;married;tertiary;no;;
37;blue-collar;married;secondary;no;;
36;management;single;tertiary;no;;
50;blue-collar;married;primary;no;;
58;management;single;tertiary;no;;
42;admin.;married;secondary;no;;
58;services;divorced;secondary;no;;
28;self-employed;single;tertiary;no;;
41;technician;married;secondary;no;;
30;management;married;tertiary;no;;
32;management;divorced;tertiary;no;;
27;services;single;secondary;no;;
48;management;married;tertiary;no;;
36;technician;married;tertiary;no;;
54;management;married;tertiary;no;;
36;blue-collar;married;secondary;no;;
52;housemaid;married;secondary;no;;
34;technician;divorced;secondary;no;;
43;technician;married;secondary;no;;
32;management;single;tertiary;no;;
33;management;single;tertiary;no;;
51;housemaid;married;unknown;no;;
39;unemployed;married;secondary;no;;
44;management;single;tertiary;no;;
49;housemaid;divorced;primary;no;;
25;technician;married;tertiary;no;;
39;self-employed;married;secondary;no;;
54;technician;married;secondary;no;;
32;management;single;tertiary;no;;
36;management;married;tertiary;no;;
54;technician;married;secondary;no;;
31;technician;married;secondary;no;;
45;services;married;secondary;no;;
31;admin.;single;secondary;no;;
